主旨,開始日期,星期,開始時間,結束日期,結束時間,全天,提醒開啟關閉,提醒日期,提醒時間,會議召集人,出席者,列席者,會議資源,地點,私人,津貼,帳目資訊,敏感度,描述,優先順序,類別,顯示時間為,說明
基礎臨床技能訓練課程,10/5/2023,四,15:30,10/5/2023,16:20,FALSE,FALSE,10/13/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,10/5/2023,四,16:30,10/5/2023,17:20,FALSE,FALSE,10/13/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Introduction to Surgery]:CV_lec_24, 心臟血管手術概論,陳沂名",10/6/2023,五,9:00,10/6/2023,9:50,FALSE,FALSE,10/14/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳沂名
"[Pharmacology]:CV_lec_16, Drugs for heart failure,張婷婷",10/6/2023,五,10:10,10/6/2023,11:00,FALSE,FALSE,10/14/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張婷婷
"[Pharmacology]:CV_lec_26, Antiarrhythmic Drugs,張世霖",10/6/2023,五,11:10,10/6/2023,12:00,FALSE,FALSE,10/14/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張世霖
國慶日調整放假,10/9/2023,一,8:00,10/9/2023,8:50,FALSE,FALSE,10/17/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日調整放假,10/9/2023,一,9:00,10/9/2023,9:50,FALSE,FALSE,10/17/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日調整放假,10/9/2023,一,10:10,10/9/2023,11:00,FALSE,FALSE,10/17/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日調整放假,10/9/2023,一,11:10,10/9/2023,12:00,FALSE,FALSE,10/17/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日調整放假,10/9/2023,一,13:20,10/9/2023,14:10,FALSE,FALSE,10/17/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日調整放假,10/9/2023,一,14:20,10/9/2023,15:10,FALSE,FALSE,10/17/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日調整放假,10/9/2023,一,15:30,10/9/2023,16:20,FALSE,FALSE,10/17/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日調整放假,10/9/2023,一,16:30,10/9/2023,17:20,FALSE,FALSE,10/17/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日,10/10/2023,二,8:00,10/10/2023,8:50,FALSE,FALSE,10/18/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日,10/10/2023,二,9:00,10/10/2023,9:50,FALSE,FALSE,10/18/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日,10/10/2023,二,10:10,10/10/2023,11:00,FALSE,FALSE,10/18/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日,10/10/2023,二,11:10,10/10/2023,12:00,FALSE,FALSE,10/18/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日,10/10/2023,二,13:20,10/10/2023,14:10,FALSE,FALSE,10/18/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日,10/10/2023,二,14:20,10/10/2023,15:10,FALSE,FALSE,10/18/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日,10/10/2023,二,15:30,10/10/2023,16:20,FALSE,FALSE,10/18/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
國慶日,10/10/2023,二,16:30,10/10/2023,17:20,FALSE,FALSE,10/18/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Cardiovascular medicine]:CV_lec_37, 循環學區段考試,林彥璋",10/11/2023,三,10:10,10/11/2023,11:00,FALSE,FALSE,10/19/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林彥璋
"[Cardiovascular medicine]:CV_lec_38, 循環學區段考試,吳道正",10/11/2023,三,11:10,10/11/2023,12:00,FALSE,FALSE,10/19/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳道正
"[Otolarynglolgy]:Ent_29, Diseases of Larynx, Hypopharynx and Bronchoesophagus,朱本元",10/11/2023,三,13:20,10/11/2023,14:10,FALSE,FALSE,10/19/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,朱本元
"[Otolarynglolgy]:Ent_30, Diseases of Larynx, Hypopharynx and Bronchoesophagus,朱本元",10/11/2023,三,14:20,10/11/2023,15:10,FALSE,FALSE,10/19/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,朱本元
"[Pulmonary medicine]:Pulm_lec_01, Introduction:The Approach of Respiratory Disorders,周中偉",10/12/2023,四,8:00,10/12/2023,8:50,FALSE,FALSE,10/20/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,周中偉
"[Pulmonary medicine]:Pulm_lec_07, Diagnostic Procedure of Respirology -- Including Radiology, Bronchoscopy, Pulmonary Function, Nuclear Medicine, Pleuroscopy.,羅永鴻",10/12/2023,四,9:00,10/12/2023,9:50,FALSE,FALSE,10/20/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,羅永鴻
"[Imaging Diagnosis]:Pulm_lec_03, Imagings of the Respiratory System-1,陳俊谷",10/12/2023,四,10:10,10/12/2023,11:00,FALSE,FALSE,10/20/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳俊谷
"[Imaging Diagnosis]:Pulm_lec_06, Imagings of the Respiratory System-2,陳俊谷",10/12/2023,四,11:10,10/12/2023,12:00,FALSE,FALSE,10/20/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳俊谷
"[Otolarynglolgy]:Ent_27,  Rhinoplasty & Facial plasty,洪莉婷",10/12/2023,四,13:20,10/12/2023,14:10,FALSE,FALSE,10/20/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,洪莉婷
"[Otolarynglolgy]:Ent_28,  Rhinoplasty & Facial plasty,洪莉婷",10/12/2023,四,14:20,10/12/2023,15:10,FALSE,FALSE,10/20/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,洪莉婷
"[Pulmonary Medicine]:Pulm_lec_02, SKILL-呼吸系統臨床技巧,陳燕溫",10/12/2023,四,15:30,10/12/2023,16:20,FALSE,FALSE,10/20/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳燕溫
"[Pulmonary medicine]:Pulm_lec_08, Respiratory Infection I–Pneumonia, Bacterial, Viral, Influenza.,馮嘉毅",10/12/2023,四,16:30,10/12/2023,17:20,FALSE,FALSE,10/20/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,馮嘉毅
"[Radiotherapy]:Pulm_lec_20, Radiotherapy of the Respiratory System,陳一瑋",10/13/2023,五,9:00,10/13/2023,9:50,FALSE,FALSE,10/21/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳一瑋
"[Pulmonary medicine]:Pulm_lec_09, Respiratory Infection II -- TB, Fungi Infection.,潘聖衛",10/13/2023,五,10:10,10/13/2023,11:00,FALSE,FALSE,10/21/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,潘聖衛
"[Pulmonary medicine]:Pulm_lec_16, Vascular Pulmonary Diseases.,趙恆勝",10/13/2023,五,11:10,10/13/2023,12:00,FALSE,FALSE,10/21/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,趙恆勝
PBL-CM01-I,10/13/2023,五,13:20,10/13/2023,14:10,FALSE,FALSE,10/21/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-CM01-I,10/13/2023,五,14:20,10/13/2023,15:10,FALSE,FALSE,10/21/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pulmonary medicine]:Pulm_lec_13, Diffuse Infiltrative Lung Disease.,林芳綺",10/16/2023,一,9:00,10/16/2023,9:50,FALSE,FALSE,10/24/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林芳綺
"[Pulmonary medicine]:Pulm_lec_11, Asthma,彭殿王",10/16/2023,一,10:10,10/16/2023,11:00,FALSE,FALSE,10/24/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,彭殿王
"[Pharmacology]:Pulm_lec_15, Antimycobacterial Drugs,兵岳忻",10/16/2023,一,11:10,10/16/2023,12:00,FALSE,FALSE,10/24/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,兵岳忻
PBL-CM01-II,10/16/2023,一,13:20,10/16/2023,14:10,FALSE,FALSE,10/24/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-CM01-II,10/16/2023,一,14:20,10/16/2023,15:10,FALSE,FALSE,10/24/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-CM01-II,10/16/2023,一,15:30,10/16/2023,16:20,FALSE,FALSE,10/24/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[PAS]:PAS_06, 醫療與社會(A時段),-",10/17/2023,二,8:00,10/17/2023,8:50,FALSE,FALSE,10/25/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[PAS]:PAS_06, 醫療與社會(A時段),-",10/17/2023,二,9:00,10/17/2023,9:50,FALSE,FALSE,10/25/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[Pulmonary medicine]:Pulm_lec_10, COPD,余文光",10/17/2023,二,10:10,10/17/2023,11:00,FALSE,FALSE,10/25/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,余文光
"[Pulmonary medicine]:Pulm_lec_12, Environmental Lung Diseases.,蘇剛正",10/17/2023,二,11:10,10/17/2023,12:00,FALSE,FALSE,10/25/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蘇剛正
"[Pathology&Laboratory]:Pulm_lec_40, Lung pathology,葉奕成",10/17/2023,二,13:20,10/17/2023,14:10,FALSE,FALSE,10/25/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,葉奕成
"[Pathology&Laboratory]:Pulm_lec_41, Lung pathology,葉奕成",10/17/2023,二,14:20,10/17/2023,15:10,FALSE,FALSE,10/25/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,葉奕成
"[Pathology&Laboratory]:Pulm_lec_42, Lung pathology,葉奕成",10/17/2023,二,15:30,10/17/2023,16:20,FALSE,FALSE,10/25/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,葉奕成
"[Pathology&Laboratory]:Pulm_lec_43, Lung pathology,葉奕成",10/17/2023,二,16:30,10/17/2023,17:20,FALSE,FALSE,10/25/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,葉奕成
"[Pulmonary Medicine]:Pulm_lec_34, Sleep Disordered Breathing,周昆達",10/18/2023,三,10:10,10/18/2023,11:00,FALSE,FALSE,10/26/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,周昆達
"[Pulmonary medicine]:Pulm_lec_17, Chronic and Acute Respiratory Failure.,陽光耀",10/18/2023,三,11:10,10/18/2023,12:00,FALSE,FALSE,10/26/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陽光耀
"[Otolarynglolgy]:Ent_01, Diseases of Oropharynx and Neck Mass,戴世光",10/18/2023,三,13:20,10/18/2023,14:10,FALSE,FALSE,10/26/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,戴世光
"[Otolarynglolgy]:Ent_02, Diseases of Oropharynx and Neck Mass,戴世光",10/18/2023,三,14:20,10/18/2023,15:10,FALSE,FALSE,10/26/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,戴世光
"[Pulmonary medicine]:Pulm_lec_18, Pulmonary Neoplasia,陳育民",10/18/2023,三,15:30,10/18/2023,16:20,FALSE,FALSE,10/26/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳育民
"[Pulmonary medicine]:Pulm_lec_21, Surgery of the Lung.,許瀚水",10/18/2023,三,16:30,10/18/2023,17:20,FALSE,FALSE,10/26/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,許瀚水
"[Pulmonary medicine]:Pulm_lec_22, Diseases of Mediastinum.,徐博奎",10/19/2023,四,9:00,10/19/2023,9:50,FALSE,FALSE,10/27/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,徐博奎
"[Pulmonary Medicine]:Pulm_lec_19, Pleural Diseases-- Pleural effusion, empyema, pneumothorax,黃建勝",10/19/2023,四,10:10,10/19/2023,11:00,FALSE,FALSE,10/27/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃建勝
"[Pharmacology]:Pulm_lec_25, Oxygen therapy,柯信國",10/19/2023,四,11:10,10/19/2023,12:00,FALSE,FALSE,10/27/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,柯信國
基礎臨床技能訓練課程,10/19/2023,四,13:20,10/19/2023,14:10,FALSE,FALSE,10/27/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,10/19/2023,四,14:20,10/19/2023,15:10,FALSE,FALSE,10/27/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,10/19/2023,四,15:30,10/19/2023,16:20,FALSE,FALSE,10/27/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,10/19/2023,四,16:30,10/19/2023,17:20,FALSE,FALSE,10/27/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pulmonary medicine]:Pulm_lec_26, Traumatic Injury of the Chest.,劉鎮旗",10/20/2023,五,10:10,10/20/2023,11:00,FALSE,FALSE,10/28/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉鎮旗
"[Pulmonary medicine]:Pulm_lec_23, Diseases of the Diaphragma (including hiatal  hern),謝致政",10/20/2023,五,11:10,10/20/2023,12:00,FALSE,FALSE,10/28/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,謝致政
PBL-CM01-III,10/20/2023,五,13:20,10/20/2023,14:10,FALSE,FALSE,10/28/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-CM01-III,10/20/2023,五,14:20,10/20/2023,15:10,FALSE,FALSE,10/28/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pharmacology]:Pulm_lec_04, Drugs used in asthma, obstructive disease and mucokinetic drugs and drugs for cough (1),嚴錦城",10/23/2023,一,9:00,10/23/2023,9:50,FALSE,FALSE,10/31/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城
"[Pharmacology]:Pulm_lec_05, Drugs used in asthma, obstructive disease and mucokinetic drugs and drugs for cough (2),嚴錦城",10/23/2023,一,10:10,10/23/2023,11:00,FALSE,FALSE,10/31/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城
"[Pulmonary Medicine]:Pulm_lec_27, PBL-CM01-Case Wrapup,羅永鴻",10/23/2023,一,11:10,10/23/2023,12:00,FALSE,FALSE,10/31/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,羅永鴻
"[PAS]:PAS_07, 醫療與社會(A時段),-",10/24/2023,二,8:00,10/24/2023,8:50,FALSE,FALSE,11/1/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[PAS]:PAS_07, 醫療與社會(A時段),-",10/24/2023,二,9:00,10/24/2023,9:50,FALSE,FALSE,11/1/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[Pathology&Laboratory]:Meta_lec_30, Thyroid and Parathyroid,杭仁釩",10/24/2023,二,13:20,10/24/2023,14:10,FALSE,FALSE,11/1/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,杭仁釩
"[Pathology&Laboratory]:Meta_lec_31, Thyroid and Parathyroid,杭仁釩",10/24/2023,二,14:20,10/24/2023,15:10,FALSE,FALSE,11/1/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,杭仁釩
"[Pathology&Laboratory]:Meta_lec_32, Thyroid and Parathyroid,杭仁釩",10/24/2023,二,15:30,10/24/2023,16:20,FALSE,FALSE,11/1/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,杭仁釩
"[Pathology&Laboratory]:Meta_lec_33, Thyroid and Parathyroid,杭仁釩",10/24/2023,二,16:30,10/24/2023,17:20,FALSE,FALSE,11/1/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,杭仁釩
"[Pulmonary Medicine]:Pulm_lec_32, 呼吸學區段考試,CM總醫師",10/25/2023,三,10:10,10/25/2023,11:00,FALSE,FALSE,11/2/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,CM總醫師
"[Pulmonary Medicine]:Pulm_lec_33, 呼吸學區段考試,CM總醫師",10/25/2023,三,11:10,10/25/2023,12:00,FALSE,FALSE,11/2/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,CM總醫師
"[Otolarynglolgy]:Ent_25, Diseases of Oral Cavity and salivary gland,李宗倫",10/25/2023,三,13:20,10/25/2023,14:10,FALSE,FALSE,11/2/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李宗倫
"[Otolarynglolgy]:Ent_26, Diseases of Oral Cavity and salivary gland,李宗倫",10/25/2023,三,14:20,10/25/2023,15:10,FALSE,FALSE,11/2/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李宗倫
"[Endocrinology]:Meta_lec_01, 內分泌學簡介,胡啟民",10/26/2023,四,9:00,10/26/2023,9:50,FALSE,FALSE,11/3/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,胡啟民
"[Endocrinology]:Meta_lec_02, 腦下垂體前葉及腦下垂體功能不足,陳涵栩",10/26/2023,四,10:10,10/26/2023,11:00,FALSE,FALSE,11/3/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳涵栩
"[Endocrinology]:Meta_lec_06, 腦下垂體腫瘤及腦下垂體後葉,黃加璋",10/26/2023,四,11:10,10/26/2023,12:00,FALSE,FALSE,11/3/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃加璋
"[Otolarynglolgy]:Ent_23, Sleep-disordered breathing, Speech Pathology, Voice Disorders,許彥彬",10/26/2023,四,13:20,10/26/2023,14:10,FALSE,FALSE,11/3/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,許彥彬
"[Otolarynglolgy]:Ent_24, Sleep-disordered breathing, Speech Pathology, Voice Disorders,許彥彬",10/26/2023,四,14:20,10/26/2023,15:10,FALSE,FALSE,11/3/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,許彥彬
"[Pharmacology]:Meta_lec_04, Thyroid & Antithyroid drugs,王怡凱",10/26/2023,四,15:30,10/26/2023,16:20,FALSE,FALSE,11/3/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王怡凱
"[Pharmacology]:Meta_lec_18, Agents That Affect Bone Mineral Homeostasis,王怡凱",10/26/2023,四,16:30,10/26/2023,17:20,FALSE,FALSE,11/3/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王怡凱
"[Endocrinology]:Meta_lec_03, 生長異常,王俊興",10/27/2023,五,10:10,10/27/2023,11:00,FALSE,FALSE,11/4/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王俊興
"[Endocrinology]:Meta_lec_19, 骨質疏鬆症,林亮羽",10/27/2023,五,11:10,10/27/2023,12:00,FALSE,FALSE,11/4/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林亮羽
PBL-Meta01-I,10/27/2023,五,13:20,10/27/2023,14:10,FALSE,FALSE,11/4/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-Meta01-I,10/27/2023,五,14:20,10/27/2023,15:10,FALSE,FALSE,11/4/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Endocrinology]:Meta_lec_11, 肥胖症,林道承",10/30/2023,一,9:00,10/30/2023,9:50,FALSE,FALSE,11/7/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林道承
"[Endocrinology]:Meta_lec_07, 甲狀腺機能異常,黃君睿",10/30/2023,一,10:10,10/30/2023,11:00,FALSE,FALSE,11/7/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃君睿
"[Endocrinology]:Meta_lec_09, 甲狀腺結節及甲狀腺癌,郭錦松",10/30/2023,一,11:10,10/30/2023,12:00,FALSE,FALSE,11/7/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,郭錦松
PBL-Meta01-II,10/30/2023,一,13:20,10/30/2023,14:10,FALSE,FALSE,11/7/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-Meta01-II,10/30/2023,一,14:20,10/30/2023,15:10,FALSE,FALSE,11/7/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-Meta01-II,10/30/2023,一,15:30,10/30/2023,16:20,FALSE,FALSE,11/7/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[PAS]:PAS_08, 醫療與社會(A時段),-",10/31/2023,二,8:00,10/31/2023,8:50,FALSE,FALSE,11/8/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[PAS]:PAS_08, 醫療與社會(A時段),-",10/31/2023,二,9:00,10/31/2023,9:50,FALSE,FALSE,11/8/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[Endocrinology]:Meta_lec_10, 鈣代謝異常,黃君睿",10/31/2023,二,10:10,10/31/2023,11:00,FALSE,FALSE,11/8/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃君睿
"[Endocrinology]:Meta_lec_05, 腎上腺疾病,李奕德",10/31/2023,二,11:10,10/31/2023,12:00,FALSE,FALSE,11/8/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李奕德
"[Pathology&Laboratory]:Meta_lec_36, Pituitary gland and Adrenal gland,林士傑",10/31/2023,二,13:20,10/31/2023,14:10,FALSE,FALSE,11/8/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士傑
"[Pathology&Laboratory]:Meta_lec_37, Pituitary gland and Adrenal gland,林士傑",10/31/2023,二,14:20,10/31/2023,15:10,FALSE,FALSE,11/8/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士傑
"[Otolarynglolgy]:Ent_25, Diseases of Oral Cavity and salivary gland,李宗倫",11/1/2023,三,10:10,11/1/2023,11:00,FALSE,FALSE,11/9/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李宗倫
"[Otolarynglolgy]:Ent_26, Diseases of Oral Cavity and salivary gland,李宗倫",11/1/2023,三,11:10,11/1/2023,12:00,FALSE,FALSE,11/9/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李宗倫
"[Endocrinology]:Meta_lec_16, 低血糖及糖尿病的急性併發症,林時逸",11/1/2023,三,13:20,11/1/2023,14:10,FALSE,FALSE,11/9/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林時逸
"[Endocrinology]:Meta_lec_12, 糖尿病的病生理,沈宜靜",11/1/2023,三,14:20,11/1/2023,15:10,FALSE,FALSE,11/9/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,沈宜靜
"[Endocrinology]:Meta_lec_13, 糖尿病的治療,許惠恒",11/1/2023,三,15:30,11/1/2023,16:20,FALSE,FALSE,11/9/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,許惠恒
"[Introduction to Surgery]:Meta_lec_34, Metabolism in Surgical Patients,葉奕廷",11/1/2023,三,16:30,11/1/2023,17:20,FALSE,FALSE,11/9/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,葉奕廷
"[Pharmacology]:Meta_lec_08, 腎上腺皮質荷爾蒙類似物及抑制劑,李沛璋",11/2/2023,四,9:00,11/2/2023,9:50,FALSE,FALSE,11/10/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李沛璋
"[Endocrinology]:Meta_lec_15, 糖尿病的慢性併發症,胡啟民",11/2/2023,四,10:10,11/2/2023,11:00,FALSE,FALSE,11/10/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,胡啟民
"[Endocrinology]:Meta_lec_20, 多發性內分泌疾病,王繁棻",11/2/2023,四,11:10,11/2/2023,12:00,FALSE,FALSE,11/10/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王繁棻
基礎臨床技能訓練課程,11/2/2023,四,13:20,11/2/2023,14:10,FALSE,FALSE,11/10/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,11/2/2023,四,14:20,11/2/2023,15:10,FALSE,FALSE,11/10/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
